"No.","Time","Source","Destination","Protocol","Length","Info","Text","Bit Value"
"7910","29.414453","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=360&y=15&event=mousemove HTTP/1.1 ","",""
"7922","29.429880","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=360&y=13&event=mousemove HTTP/1.1 ","",""
"7934","29.466483","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=360&y=12&event=mousemove HTTP/1.1 ","",""
"7946","29.483538","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=360&y=11&event=mousemove HTTP/1.1 ","",""
"7958","29.501720","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=359&y=10&event=mousemove HTTP/1.1 ","",""
"7970","29.516911","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=359&y=9&event=mousemove HTTP/1.1 ","",""
"7982","29.532034","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=359&y=8&event=mousemove HTTP/1.1 ","",""
"7994","29.768749","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=361&y=9&event=mousemove HTTP/1.1 ","",""
"8006","29.778300","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=361&y=10&event=mousemove HTTP/1.1 ","",""
"8018","29.794302","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=361&y=11&event=mousemove HTTP/1.1 ","",""
"8030","29.807576","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=361&y=12&event=mousemove HTTP/1.1 ","",""
"8042","29.851523","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=360&y=14&event=mousemove HTTP/1.1 ","",""
"8054","29.873088","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=359&y=16&event=mousemove HTTP/1.1 ","",""
"8066","29.891585","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=359&y=17&event=mousemove HTTP/1.1 ","",""
"8078","29.907589","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=359&y=18&event=mousemove HTTP/1.1 ","",""
"8090","29.941583","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=359&y=19&event=mousemove HTTP/1.1 ","",""
"8102","30.072624","127.0.0.1","127.0.0.1","HTTP","353","GET /anticheat?x=359&y=19&event=mouseup HTTP/1.1 ","",""
"8114","30.096553","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=358&y=19&event=mousemove HTTP/1.1 ","",""
"8126","30.121226","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=358&y=20&event=mousemove HTTP/1.1 ","",""
"8138","30.128899","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=357&y=21&event=mousemove HTTP/1.1 ","",""
"8150","30.147974","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=356&y=23&event=mousemove HTTP/1.1 ","",""
"8162","30.156475","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=355&y=23&event=mousemove HTTP/1.1 ","",""
"8174","30.166075","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=354&y=24&event=mousemove HTTP/1.1 ","",""
"8186","30.173131","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=353&y=26&event=mousemove HTTP/1.1 ","",""
"8198","30.181408","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=351&y=27&event=mousemove HTTP/1.1 ","",""
"8210","30.190764","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=349&y=29&event=mousemove HTTP/1.1 ","",""
"8222","30.207967","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=347&y=31&event=mousemove HTTP/1.1 ","",""
"8227","30.209810","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=345&y=32&event=mousemove HTTP/1.1 ","",""
"8246","30.234162","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=343&y=34&event=mousemove HTTP/1.1 ","",""
"8258","30.275416","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=337&y=39&event=mousemove HTTP/1.1 ","",""
"8263","30.276194","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=335&y=41&event=mousemove HTTP/1.1 ","",""
"8268","30.276426","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=334&y=42&event=mousemove HTTP/1.1 ","",""
"8294","30.313963","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=330&y=46&event=mousemove HTTP/1.1 ","",""
"8299","30.314229","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=330&y=45&event=mousemove HTTP/1.1 ","",""
"8316","30.323070","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=328&y=48&event=mousemove HTTP/1.1 ","",""
"8328","30.357192","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=327&y=49&event=mousemove HTTP/1.1 ","",""
"8340","30.374686","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=327&y=50&event=mousemove HTTP/1.1 ","",""
"8352","30.398568","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=327&y=51&event=mousemove HTTP/1.1 ","",""
"8362","30.406597","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=326&y=52&event=mousemove HTTP/1.1 ","",""
"8374","30.439265","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=326&y=53&event=mousemove HTTP/1.1 ","",""
"8386","30.457176","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=325&y=54&event=mousemove HTTP/1.1 ","",""
"8398","30.692798","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=325&y=54&event=mousedown HTTP/1.1 ","",""
"8410","30.774888","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=324&y=54&event=mousemove HTTP/1.1 ","",""
"8422","30.790349","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=324&y=55&event=mousemove HTTP/1.1 ","",""
"8434","30.803310","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=324&y=56&event=mousemove HTTP/1.1 ","",""
"8446","30.814141","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=323&y=56&event=mousemove HTTP/1.1 ","",""
"8458","30.823028","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=323&y=57&event=mousemove HTTP/1.1 ","",""
"8470","30.832978","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=322&y=58&event=mousemove HTTP/1.1 ","",""
"8482","30.886246","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=321&y=59&event=mousemove HTTP/1.1 ","",""
"8494","30.896439","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=321&y=60&event=mousemove HTTP/1.1 ","",""
"8506","30.928242","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=320&y=61&event=mousemove HTTP/1.1 ","",""
"8518","31.045544","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=320&y=62&event=mousemove HTTP/1.1 ","",""
"8530","31.080816","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=319&y=62&event=mousemove HTTP/1.1 ","",""
"8540","31.236693","127.0.0.1","127.0.0.1","HTTP","353","GET /anticheat?x=319&y=62&event=mouseup HTTP/1.1 ","",""
"8552","31.330533","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=321&y=61&event=mousemove HTTP/1.1 ","",""
"8564","31.343391","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=322&y=61&event=mousemove HTTP/1.1 ","",""
"8576","31.349811","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=322&y=60&event=mousemove HTTP/1.1 ","",""
"8588","31.359562","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=323&y=60&event=mousemove HTTP/1.1 ","",""
"8600","31.367083","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=324&y=59&event=mousemove HTTP/1.1 ","",""
"8612","31.375694","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=325&y=59&event=mousemove HTTP/1.1 ","",""
"8624","31.386039","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=326&y=58&event=mousemove HTTP/1.1 ","",""
"8636","31.393115","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=328&y=57&event=mousemove HTTP/1.1 ","",""
"8648","31.409295","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=329&y=57&event=mousemove HTTP/1.1 ","",""
"8653","31.412510","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=330&y=56&event=mousemove HTTP/1.1 ","",""
"8672","31.420940","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=331&y=55&event=mousemove HTTP/1.1 ","",""
"8684","31.427125","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=332&y=54&event=mousemove HTTP/1.1 ","",""
"8696","31.435966","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=332&y=53&event=mousemove HTTP/1.1 ","",""
"8708","31.442786","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=334&y=52&event=mousemove HTTP/1.1 ","",""
"8720","31.454819","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=337&y=50&event=mousemove HTTP/1.1 ","",""
"8732","31.494128","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=341&y=49&event=mousemove HTTP/1.1 ","",""
"8742","31.498718","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=363&y=46&event=mousemove HTTP/1.1 ","",""
"8754","31.519087","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=373&y=44&event=mousemove HTTP/1.1 ","",""
"8766","31.543629","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=382&y=39&event=mousemove HTTP/1.1 ","",""
"8778","31.567623","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=388&y=35&event=mousemove HTTP/1.1 ","",""
"8790","31.595406","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=389&y=33&event=mousemove HTTP/1.1 ","",""
"8802","31.599900","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=394&y=31&event=mousemove HTTP/1.1 ","",""
"8814","31.611468","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=395&y=30&event=mousemove HTTP/1.1 ","",""
"8826","31.628738","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=395&y=29&event=mousemove HTTP/1.1 ","",""
"8838","31.649903","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=395&y=28&event=mousemove HTTP/1.1 ","",""
"8850","31.661302","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=393&y=26&event=mousemove HTTP/1.1 ","",""
"8862","31.704897","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=392&y=26&event=mousemove HTTP/1.1 ","",""
"8874","31.734132","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=391&y=26&event=mousemove HTTP/1.1 ","",""
"8886","31.754428","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=390&y=26&event=mousemove HTTP/1.1 ","",""
"8898","31.763369","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=389&y=26&event=mousemove HTTP/1.1 ","",""
"8910","31.805733","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=387&y=26&event=mousemove HTTP/1.1 ","",""
"8922","31.818102","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=385&y=26&event=mousemove HTTP/1.1 ","",""
"8934","32.075046","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=384&y=26&event=mousemove HTTP/1.1 ","",""
"8946","32.103774","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=383&y=26&event=mousemove HTTP/1.1 ","",""
"8958","32.349855","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=383&y=25&event=mousemove HTTP/1.1 ","",""
"8970","32.366075","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=383&y=24&event=mousemove HTTP/1.1 ","",""
"8982","32.382059","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=384&y=24&event=mousemove HTTP/1.1 ","",""
"8994","32.396496","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=384&y=23&event=mousemove HTTP/1.1 ","",""
"9006","32.414415","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=385&y=23&event=mousemove HTTP/1.1 ","",""
"9019","32.432776","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=386&y=22&event=mousemove HTTP/1.1 ","",""
"9031","32.446510","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=388&y=22&event=mousemove HTTP/1.1 ","",""
"9043","32.472868","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=388&y=21&event=mousemove HTTP/1.1 ","",""
"9055","32.485749","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=390&y=21&event=mousemove HTTP/1.1 ","",""
"9067","32.495952","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=390&y=20&event=mousemove HTTP/1.1 ","",""
"9079","32.516626","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=391&y=20&event=mousemove HTTP/1.1 ","",""
"9091","32.535590","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=392&y=19&event=mousemove HTTP/1.1 ","",""
"9103","32.572862","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=393&y=18&event=mousemove HTTP/1.1 ","",""
"9115","32.583328","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=395&y=18&event=mousemove HTTP/1.1 ","",""
"9127","32.599446","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=395&y=17&event=mousemove HTTP/1.1 ","",""
"9139","32.612913","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=396&y=17&event=mousemove HTTP/1.1 ","",""
"9151","32.632257","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=396&y=16&event=mousemove HTTP/1.1 ","",""
"9163","32.663947","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=396&y=15&event=mousemove HTTP/1.1 ","",""
"9175","32.696781","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=397&y=15&event=mousemove HTTP/1.1 ","",""
"9187","32.713868","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=397&y=14&event=mousemove HTTP/1.1 ","",""
"9199","32.942013","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=397&y=13&event=mousemove HTTP/1.1 ","",""
"9211","33.366925","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=397&y=12&event=mousemove HTTP/1.1 ","",""
"9223","33.426477","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=396&y=12&event=mousemove HTTP/1.1 ","",""
"9235","33.451400","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=396&y=11&event=mousemove HTTP/1.1 ","",""
"9247","33.512751","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=396&y=10&event=mousemove HTTP/1.1 ","",""
"9259","33.592977","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=396&y=9&event=mousemove HTTP/1.1 ","",""
"9271","33.653573","127.0.0.1","127.0.0.1","HTTP","354","GET /anticheat?x=396&y=9&event=mousedown HTTP/1.1 ","",""
"9283","33.942081","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=397&y=16&event=mousemove HTTP/1.1 ","",""
"9295","33.987541","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=397&y=17&event=mousemove HTTP/1.1 ","",""
"9307","34.183045","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=398&y=17&event=mousemove HTTP/1.1 ","",""
"9319","34.204166","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=399&y=17&event=mousemove HTTP/1.1 ","",""
"9331","34.226768","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=401&y=17&event=mousemove HTTP/1.1 ","",""
"9343","34.229272","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=402&y=17&event=mousemove HTTP/1.1 ","",""
"9355","34.244621","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=405&y=17&event=mousemove HTTP/1.1 ","",""
"9367","34.266609","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=406&y=17&event=mousemove HTTP/1.1 ","",""
"9379","34.284606","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=409&y=17&event=mousemove HTTP/1.1 ","",""
"9391","34.299695","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=412&y=17&event=mousemove HTTP/1.1 ","",""
"9403","34.325483","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=415&y=17&event=mousemove HTTP/1.1 ","",""
"9415","34.334553","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=417&y=17&event=mousemove HTTP/1.1 ","",""
"9427","34.353603","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=419&y=17&event=mousemove HTTP/1.1 ","",""
"9437","34.388105","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=420&y=17&event=mousemove HTTP/1.1 ","",""
"9447","34.411898","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=421&y=17&event=mousemove HTTP/1.1 ","",""
"9457","34.414972","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=422&y=17&event=mousemove HTTP/1.1 ","",""
"9469","34.446328","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=423&y=17&event=mousemove HTTP/1.1 ","",""
"9479","34.469589","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=424&y=17&event=mousemove HTTP/1.1 ","",""
"9489","34.489208","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=426&y=17&event=mousemove HTTP/1.1 ","",""
"9499","34.511123","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=428&y=17&event=mousemove HTTP/1.1 ","",""
"9509","34.595309","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=429&y=17&event=mousemove HTTP/1.1 ","",""
"9519","34.603068","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=430&y=17&event=mousemove HTTP/1.1 ","",""
"9531","34.638970","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=431&y=17&event=mousemove HTTP/1.1 ","",""
"9541","34.640800","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=432&y=18&event=mousemove HTTP/1.1 ","",""
"9553","34.672724","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=436&y=18&event=mousemove HTTP/1.1 ","",""
"9565","34.690915","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=437&y=18&event=mousemove HTTP/1.1 ","",""
"9577","34.705892","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=438&y=18&event=mousemove HTTP/1.1 ","",""
"9589","34.742740","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=439&y=18&event=mousemove HTTP/1.1 ","",""
"9599","34.804173","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=18&event=mousemove HTTP/1.1 ","",""
"9611","34.993675","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=19&event=mousemove HTTP/1.1 ","",""
"9623","35.002503","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=440&y=20&event=mousemove HTTP/1.1 ","",""
"9633","35.019675","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=21&event=mousemove HTTP/1.1 ","",""
"9645","35.031956","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=22&event=mousemove HTTP/1.1 ","",""
"9657","35.062166","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=23&event=mousemove HTTP/1.1 ","",""
"9669","35.064612","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=24&event=mousemove HTTP/1.1 ","",""
"9681","35.081389","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=439&y=25&event=mousemove HTTP/1.1 ","",""
"9693","35.096121","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=439&y=26&event=mousemove HTTP/1.1 ","",""
"9705","35.116394","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=439&y=27&event=mousemove HTTP/1.1 ","",""
"9717","35.130117","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=439&y=28&event=mousemove HTTP/1.1 ","",""
"9729","35.145463","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=439&y=29&event=mousemove HTTP/1.1 ","",""
"9741","35.170837","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=439&y=30&event=mousemove HTTP/1.1 ","",""
"9751","35.189189","127.0.0.1","127.0.0.1","HTTP","405","GET /anticheat?x=439&y=31&event=mousemove HTTP/1.1 ","",""
"9761","35.195776","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=32&event=mousemove HTTP/1.1 ","",""
"9773","35.218545","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=33&event=mousemove HTTP/1.1 ","",""
"9785","35.229647","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=34&event=mousemove HTTP/1.1 ","",""
"9797","35.252048","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=36&event=mousemove HTTP/1.1 ","",""
"9809","35.277692","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=37&event=mousemove HTTP/1.1 ","",""
"9821","35.293102","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=39&event=mousemove HTTP/1.1 ","",""
"9833","35.313267","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=40&event=mousemove HTTP/1.1 ","",""
"9838","35.314766","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=41&event=mousemove HTTP/1.1 ","",""
"9857","35.332258","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=42&event=mousemove HTTP/1.1 ","",""
"9869","35.355724","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=43&event=mousemove HTTP/1.1 ","",""
"9881","35.364667","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=44&event=mousemove HTTP/1.1 ","",""
"9893","35.383797","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=45&event=mousemove HTTP/1.1 ","",""
"9905","35.398001","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=46&event=mousemove HTTP/1.1 ","",""
"9917","35.415528","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=47&event=mousemove HTTP/1.1 ","",""
"9929","35.471678","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=48&event=mousemove HTTP/1.1 ","",""
"9941","35.481713","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=49&event=mousemove HTTP/1.1 ","",""
"9953","35.513629","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=50&event=mousemove HTTP/1.1 ","",""
"9965","35.529446","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=51&event=mousemove HTTP/1.1 ","",""
"9977","35.553268","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=52&event=mousemove HTTP/1.1 ","",""
"9989","35.564408","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=53&event=mousemove HTTP/1.1 ","",""
"10001","35.597274","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=54&event=mousemove HTTP/1.1 ","",""
"10013","35.614827","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=55&event=mousemove HTTP/1.1 ","",""
"10025","35.631419","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=440&y=56&event=mousemove HTTP/1.1 ","",""
"10037","35.650885","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=439&y=58&event=mousemove HTTP/1.1 ","",""
"10049","35.668364","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=439&y=59&event=mousemove HTTP/1.1 ","",""
"10061","35.784899","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=438&y=59&event=mousemove HTTP/1.1 ","",""
"10073","35.813877","127.0.0.1","127.0.0.1","HTTP","355","GET /anticheat?x=437&y=59&event=mousemove HTTP/1.1 ","",""
